id,date,heure,fournisseur,montant,categorie,validateur
T0954,2025-09-08,15:45,Paie personnel — RH interne,706500,salaires,M. Tchamba P.
T0955,2025-05-21,16:30,Taxi Union Douala,290140,transport,Mme. Bekolo A.
T0956,2025-01-09,15:15,ENEO,1102290,energie,Mme. Etoa L.
T0957,2025-03-31,14:00,MTN Cameroun,2298740,telecom,M. Nguema J.
T0958,2025-04-23,14:15,Promoteur Immobilier Littoral,2306190,immobilier,M. Abena N.
T0959,2025-02-07,09:30,ENEO,1836190,energie,Mme. Etoa L.
T0960,2025-03-04,11:45,Promoteur Immobilier Littoral,1826530,immobilier,Mme. Bekolo A.
T0961,2025-05-05,11:15,GLOBAL INVEST LTD,377080,investissement,Mme. Etoa L.
T0962,2025-05-26,10:15,Taxi Union Douala,1090360,transport,Mme. Fotso K.
T0963,2025-08-08,15:00,CDE,1589000,energie,M. Nguema J.
T0964,2025-10-21,11:00,CAMTEL,731270,telecom,Mme. Fotso K.
T0965,2025-08-14,16:15,Orange Cameroun,1752040,telecom,Mme. Bekolo A.
T0966,2025-08-21,08:00,Agence Foncière du Centre,768450,immobilier,Mme. Etoa L.
T0967,2025-07-02,10:00,Total Energies CM,510420,transport,M. Abena N.
T0968,2025-10-16,09:00,ENEO,2214180,energie,M. Nguema J.
T0969,2025-07-10,10:30,Cabinet Me Nkodo,500890,services,M. Abena N.
T0970,2025-07-07,14:15,GLOBAL INVEST LTD,2432500,investissement,M. Tchamba P.
T0971,2025-08-25,11:45,Orange Cameroun,1211510,telecom,Mme. Bekolo A.
T0972,2025-11-26,14:30,MTN Cameroun,1719180,telecom,Mme. Fotso K.
T0973,2025-03-20,13:00,SABC Distribution,1248020,fournitures,M. Nguema J.
T0974,2025-02-25,17:45,SNH Cameroun,1356060,energie,Mme. Bekolo A.
T0975,2025-06-23,16:30,Agence Foncière du Centre,602030,immobilier,M. Nguema J.
T0976,2025-07-02,09:30,CDE,497690,energie,M. Abena N.
T0977,2025-09-25,10:00,Cabinet Me Nkodo,1534120,services,M. Tchamba P.
T0978,2025-05-01,12:15,Nettoyage Propre-Tech,675370,services,Mme. Etoa L.
T0979,2025-06-04,09:15,Paie personnel — RH interne,563140,salaires,Mme. Fotso K.
T0980,2025-12-02,17:45,Cabinet Me Nkodo,1905910,services,Mme. Bekolo A.
T0981,2025-06-13,12:00,Orange Cameroun,1138680,telecom,Mme. Bekolo A.
T0982,2025-05-09,16:00,Agence Foncière du Centre,485980,immobilier,M. Nguema J.
T0983,2025-03-05,15:30,Orange Cameroun,2361540,telecom,M. Abena N.
T0984,2025-10-07,10:00,Holdings Afrique Centrale,1828670,investissement,M. Tchamba P.
T0985,2025-11-13,08:45,Total Energies CM,2246960,transport,Mme. Bekolo A.
T0986,2025-02-03,12:00,SNH Cameroun,1393730,energie,M. Abena N.
T0987,2025-04-17,17:30,Paie personnel — RH interne,1458670,salaires,Mme. Fotso K.
T0988,2025-01-17,15:00,CAMTEL,1493210,telecom,Mme. Fotso K.
T0989,2025-03-19,14:45,Total Energies CM,899880,transport,M. Abena N.
T0990,2025-03-19,15:00,Cabinet Me Nkodo,401750,services,Mme. Bekolo A.
T0991,2025-07-30,13:45,Paie personnel — RH interne,229910,salaires,M. Tchamba P.
T0992,2025-09-05,11:15,Paie personnel — RH interne,1157710,salaires,M. Tchamba P.
T0993,2025-10-13,16:00,Promoteur Immobilier Littoral,390100,immobilier,M. Nguema J.
T0994,2025-08-13,15:00,SNH Cameroun,451000,energie,M. Nguema J.
T0995,2025-03-31,17:00,GLOBAL INVEST LTD,1167790,investissement,Mme. Fotso K.
T0996,2025-06-12,16:15,Promoteur Immobilier Littoral,1803360,immobilier,M. Abena N.
T0997,2025-12-17,10:15,Total Energies CM,1838630,transport,Mme. Fotso K.
T0998,2025-10-06,08:45,Total Energies CM,1484910,transport,M. Nguema J.
T0999,2025-07-11,09:30,Promoteur Immobilier Littoral,1041510,immobilier,M. Nguema J.
T1000,2025-10-24,15:00,Total Energies CM,2201210,transport,M. Tchamba P.
T1001,2025-03-18,11:00,Taxi Union Douala,1023160,transport,M. Tchamba P.
T1002,2025-05-22,09:15,ENEO,2043540,energie,Mme. Fotso K.
T1003,2025-02-11,16:15,Holdings Afrique Centrale,1435210,investissement,Mme. Fotso K.
T1004,2025-08-22,16:30,Orange Cameroun,1260720,telecom,Mme. Fotso K.
T1005,2025-06-03,14:30,Maintenance Bureautique SARL,833240,services,Mme. Etoa L.
T1006,2025-09-22,10:45,Orange Cameroun,1860920,telecom,Mme. Bekolo A.
T1007,2025-06-06,16:00,Promoteur Immobilier Littoral,1915130,immobilier,M. Nguema J.
T1008,2025-02-04,08:30,Orange Cameroun,893400,telecom,M. Abena N.
T1009,2025-07-28,14:45,Agence Voyages Cameroun Express,1670430,transport,M. Tchamba P.
T1010,2025-04-17,17:30,CDE,1294250,energie,Mme. Etoa L.
T1011,2025-02-26,09:00,Promoteur Immobilier Littoral,527590,immobilier,M. Tchamba P.
T1012,2025-07-29,13:45,Maintenance Bureautique SARL,1226670,services,Mme. Fotso K.
T1013,2025-01-31,10:15,CDE,1081230,energie,Mme. Etoa L.
T1014,2025-09-23,17:15,Paie personnel — RH interne,246430,salaires,M. Nguema J.
T1015,2025-12-15,15:30,Agence Foncière du Centre,2358130,immobilier,M. Tchamba P.
T1016,2025-04-22,17:45,GLOBAL INVEST LTD,1872190,investissement,Mme. Etoa L.
T1017,2025-06-10,14:45,Holdings Afrique Centrale,685550,investissement,M. Tchamba P.
T1018,2025-02-21,11:15,Paie personnel — RH interne,1106460,salaires,Mme. Bekolo A.
T1019,2025-05-02,09:00,ETS Mendong Fournitures,1311880,fournitures,Mme. Fotso K.
T1020,2025-03-11,10:45,Nettoyage Propre-Tech,2011640,services,M. Tchamba P.
T1021,2025-02-18,14:30,CDE,1138240,energie,M. Tchamba P.
T1022,2025-10-31,12:45,SNH Cameroun,1966080,energie,Mme. Fotso K.
T1023,2025-10-17,10:15,CAMTEL,603830,telecom,Mme. Bekolo A.
T1024,2025-04-30,12:30,Paie personnel — RH interne,391840,salaires,Mme. Etoa L.
T1025,2025-08-27,10:30,GLOBAL INVEST LTD,2302800,investissement,Mme. Fotso K.
T1026,2025-02-07,13:45,SNH Cameroun,2411030,energie,M. Tchamba P.
T1027,2025-04-08,13:00,Promoteur Immobilier Littoral,1707470,immobilier,Mme. Bekolo A.
T1028,2025-09-23,09:00,ENEO,961440,energie,Mme. Etoa L.
T1029,2025-07-22,11:30,GLOBAL INVEST LTD,1759100,investissement,Mme. Etoa L.
T1030,2025-03-20,16:15,Total Energies CM,1033870,transport,M. Abena N.
T1031,2025-12-23,14:45,Total Energies CM,1648490,transport,Mme. Fotso K.
T1032,2025-10-20,14:15,Paie personnel — RH interne,2295960,salaires,Mme. Etoa L.
T1033,2025-02-28,16:15,Agence Voyages Cameroun Express,629300,transport,M. Tchamba P.
T1034,2025-10-24,13:30,Paie personnel — RH interne,2007070,salaires,Mme. Bekolo A.
T1035,2025-08-01,14:45,Maintenance Bureautique SARL,325480,services,M. Abena N.
T1036,2025-02-11,15:00,GLOBAL INVEST LTD,700200,investissement,Mme. Etoa L.
T1037,2025-07-28,15:00,Maintenance Bureautique SARL,2061080,services,Mme. Fotso K.
T1038,2025-05-30,09:45,Taxi Union Douala,486150,transport,Mme. Etoa L.
T1039,2025-01-06,16:15,Maintenance Bureautique SARL,362470,services,Mme. Bekolo A.
T1040,2025-04-10,10:00,SNH Cameroun,2469700,energie,Mme. Fotso K.
T1041,2025-12-09,09:45,Taxi Union Douala,484060,transport,M. Nguema J.
T1042,2025-11-06,17:15,Nettoyage Propre-Tech,2091050,services,Mme. Etoa L.
T1043,2025-05-16,14:15,Paie personnel — RH interne,1242680,salaires,M. Tchamba P.
T1044,2025-02-25,17:45,Nettoyage Propre-Tech,1770040,services,M. Nguema J.
T1045,2025-11-25,10:00,Orange Cameroun,2148960,telecom,M. Tchamba P.
T1046,2025-06-02,13:00,Maintenance Bureautique SARL,2285950,services,M. Nguema J.
T1047,2025-05-22,14:30,SABC Distribution,2091730,fournitures,M. Abena N.
T1048,2025-01-07,11:45,CAMTEL,1588920,telecom,Mme. Etoa L.
T1049,2025-05-15,11:30,Promoteur Immobilier Littoral,343230,immobilier,M. Abena N.
T1050,2025-03-14,12:30,ENEO,749950,energie,M. Abena N.
T1051,2025-02-14,12:45,Maintenance Bureautique SARL,1576040,services,Mme. Bekolo A.
T1052,2025-02-17,12:30,GLOBAL INVEST LTD,352610,investissement,M. Nguema J.
T1053,2025-10-23,14:30,ENEO,602920,energie,M. Tchamba P.
T1054,2025-05-05,15:00,Promoteur Immobilier Littoral,1496460,immobilier,Mme. Bekolo A.
T1055,2025-01-22,15:30,Paie personnel — RH interne,1759610,salaires,Mme. Etoa L.
T1056,2025-12-31,10:30,Nettoyage Propre-Tech,2095290,services,M. Abena N.
T1057,2025-08-08,11:00,Agence Foncière du Centre,1967610,immobilier,Mme. Bekolo A.
T1058,2025-07-15,12:45,Taxi Union Douala,190420,transport,M. Tchamba P.
T1059,2025-10-15,17:15,Promoteur Immobilier Littoral,335400,immobilier,Mme. Bekolo A.
T1060,2025-06-02,14:45,MTN Cameroun,2221650,telecom,Mme. Bekolo A.
T1061,2025-05-27,14:45,GLOBAL INVEST LTD,542510,investissement,M. Tchamba P.
T1062,2025-07-31,08:30,Paie personnel — RH interne,2331420,salaires,Mme. Bekolo A.
T1063,2025-09-11,17:45,Paie personnel — RH interne,1185490,salaires,M. Abena N.
T1064,2025-04-07,17:45,ETS Mendong Fournitures,754630,fournitures,M. Tchamba P.
T1065,2025-06-23,15:45,GLOBAL INVEST LTD,2421820,investissement,M. Abena N.
T1066,2025-10-30,10:15,ETS Mendong Fournitures,504350,fournitures,Mme. Etoa L.
T1067,2025-11-24,14:45,Papeterie du Centre,2123350,fournitures,M. Abena N.
T1068,2025-07-04,13:30,Boulangerie Le Pain du Quartier,991650,fournitures,M. Tchamba P.
T1069,2025-07-23,12:00,Total Energies CM,707350,transport,Mme. Etoa L.
T1070,2025-01-22,08:45,SABC Distribution,2215600,fournitures,M. Abena N.
T1071,2025-07-04,14:30,Maintenance Bureautique SARL,1094270,services,M. Tchamba P.
T1072,2025-03-14,15:00,Taxi Union Douala,1949280,transport,M. Nguema J.
T1073,2025-04-08,13:30,Agence Foncière du Centre,2448710,immobilier,M. Abena N.
T1074,2025-02-11,17:00,Holdings Afrique Centrale,1786520,investissement,M. Tchamba P.
T1075,2025-03-13,17:15,MTN Cameroun,1270650,telecom,Mme. Bekolo A.
T1076,2025-02-11,12:15,SABC Distribution,74800,fournitures,Mme. Etoa L.
T1077,2025-07-02,13:45,CAMTEL,1932980,telecom,M. Nguema J.
T1078,2025-12-16,12:15,Boulangerie Le Pain du Quartier,271070,fournitures,M. Tchamba P.
T1079,2025-12-16,11:30,ETS Mendong Fournitures,73100,fournitures,Mme. Etoa L.
T1080,2025-01-16,15:00,SNH Cameroun,1464950,energie,Mme. Etoa L.
T1081,2025-11-07,15:45,Agence Voyages Cameroun Express,710240,transport,Mme. Etoa L.
T1082,2025-02-17,12:30,Paie personnel — RH interne,1528190,salaires,Mme. Etoa L.
T1083,2025-01-07,13:30,Paie personnel — RH interne,1385120,salaires,M. Nguema J.
T1084,2025-07-11,10:15,Holdings Afrique Centrale,2237460,investissement,Mme. Etoa L.
T1085,2025-08-13,14:15,MTN Cameroun,1710040,telecom,Mme. Etoa L.
T1086,2025-03-12,10:15,Holdings Afrique Centrale,936330,investissement,Mme. Etoa L.
T1087,2025-11-28,10:45,GLOBAL INVEST LTD,2175440,investissement,Mme. Bekolo A.
T1088,2025-04-14,10:00,Cabinet Me Nkodo,647080,services,Mme. Fotso K.
T1089,2025-10-31,10:30,Agence Foncière du Centre,55030,immobilier,M. Nguema J.
T1090,2025-12-15,16:45,Cabinet Me Nkodo,2042700,services,M. Nguema J.
T1091,2025-02-28,09:45,Imprimerie Centrale Yaoundé,1853960,fournitures,M. Tchamba P.
T1092,2025-07-21,16:45,Nettoyage Propre-Tech,998200,services,M. Nguema J.
T1093,2025-07-17,11:45,SNH Cameroun,457360,energie,M. Nguema J.
T1094,2025-03-27,15:45,ENEO,1963080,energie,Mme. Etoa L.
T1095,2025-05-16,09:00,Holdings Afrique Centrale,1465410,investissement,Mme. Fotso K.
T1096,2025-11-03,17:00,Papeterie du Centre,1180690,fournitures,M. Abena N.
T1097,2025-08-11,14:45,Papeterie du Centre,1776880,fournitures,Mme. Etoa L.
T1098,2025-07-18,12:30,CAMTEL,451190,telecom,M. Tchamba P.
T1099,2025-07-04,13:30,Paie personnel — RH interne,1419200,salaires,Mme. Etoa L.
T1100,2025-07-01,12:30,Paie personnel — RH interne,1164010,salaires,M. Nguema J.
T1101,2025-10-27,10:30,Maintenance Bureautique SARL,1314810,services,Mme. Etoa L.
T1102,2025-06-05,09:00,Paie personnel — RH interne,71990,salaires,M. Nguema J.
T1103,2025-06-05,09:30,ENEO,1365040,energie,M. Nguema J.
T1104,2025-09-01,08:30,Holdings Afrique Centrale,1372890,investissement,M. Abena N.
T1105,2025-04-25,08:30,Orange Cameroun,1735450,telecom,Mme. Etoa L.
T1106,2025-10-29,13:00,Paie personnel — RH interne,725710,salaires,M. Abena N.
T1107,2025-06-04,17:45,Agence Voyages Cameroun Express,434290,transport,M. Nguema J.
T1108,2025-11-07,10:45,Maintenance Bureautique SARL,444230,services,Mme. Bekolo A.
T1109,2025-05-08,09:45,Nettoyage Propre-Tech,2265000,services,M. Abena N.
T1110,2025-10-09,13:30,Paie personnel — RH interne,1870770,salaires,M. Tchamba P.
T1111,2025-04-24,08:30,GLOBAL INVEST LTD,1476960,investissement,M. Abena N.
T1112,2025-03-03,17:15,Agence Foncière du Centre,1335560,immobilier,Mme. Fotso K.
T1113,2025-10-20,16:15,Orange Cameroun,511720,telecom,Mme. Etoa L.
T1114,2025-02-10,09:45,Taxi Union Douala,300780,transport,M. Nguema J.
T1115,2025-08-20,08:00,Nettoyage Propre-Tech,1528510,services,M. Tchamba P.
T1116,2025-11-06,09:15,Holdings Afrique Centrale,1821160,investissement,Mme. Etoa L.
T1117,2025-05-22,13:30,GLOBAL INVEST LTD,1085710,investissement,Mme. Bekolo A.
T1118,2025-03-04,08:15,Holdings Afrique Centrale,661180,investissement,M. Nguema J.
T1119,2025-12-10,09:45,SNH Cameroun,811020,energie,M. Tchamba P.
T1120,2025-11-20,14:00,Orange Cameroun,1263360,telecom,M. Abena N.
T1121,2025-08-04,13:15,Imprimerie Centrale Yaoundé,1948770,fournitures,M. Abena N.
T1122,2025-01-21,10:30,Agence Voyages Cameroun Express,556760,transport,M. Abena N.
T1123,2025-07-31,16:15,Nettoyage Propre-Tech,872260,services,M. Abena N.
T1124,2025-11-27,10:30,Orange Cameroun,2493660,telecom,Mme. Bekolo A.
T1125,2025-10-20,10:00,Agence Foncière du Centre,1342650,immobilier,Mme. Bekolo A.
T1126,2025-07-29,17:00,Holdings Afrique Centrale,532950,investissement,M. Tchamba P.
T1127,2025-11-06,14:30,Agence Foncière du Centre,1534980,immobilier,M. Tchamba P.
T1128,2025-06-18,10:00,Paie personnel — RH interne,1878970,salaires,M. Abena N.
T1129,2025-07-07,13:15,GLOBAL INVEST LTD,2305210,investissement,M. Abena N.
T1130,2025-12-16,16:15,MTN Cameroun,1954550,telecom,Mme. Etoa L.
T1131,2025-01-24,08:15,Promoteur Immobilier Littoral,1382230,immobilier,Mme. Etoa L.
T1132,2025-04-09,12:30,Agence Voyages Cameroun Express,2193260,transport,Mme. Etoa L.
T1133,2025-06-05,14:30,Paie personnel — RH interne,380960,salaires,M. Abena N.
T1134,2025-12-26,15:00,Maintenance Bureautique SARL,975460,services,M. Tchamba P.
T1135,2025-05-15,11:45,MTN Cameroun,1030780,telecom,M. Nguema J.
T1136,2025-04-02,11:00,Paie personnel — RH interne,739630,salaires,M. Tchamba P.
T1137,2025-02-11,14:30,Orange Cameroun,1080090,telecom,Mme. Bekolo A.
T1138,2025-01-15,15:00,GLOBAL INVEST LTD,446920,investissement,M. Abena N.
T1139,2025-08-01,12:00,Orange Cameroun,956670,telecom,Mme. Bekolo A.
T1140,2025-12-24,14:15,CDE,249500,energie,M. Abena N.
T1141,2025-11-25,16:45,CDE,2209390,energie,M. Abena N.
T1142,2025-09-15,09:45,MTN Cameroun,1881230,telecom,Mme. Etoa L.
T1143,2025-04-18,13:15,Maintenance Bureautique SARL,1096170,services,Mme. Etoa L.
T1144,2025-04-09,10:00,ETS Mendong Fournitures,1744800,fournitures,Mme. Bekolo A.
T1145,2025-05-22,11:15,Paie personnel — RH interne,1881520,salaires,Mme. Etoa L.
T1146,2025-05-08,16:15,ENEO,2450020,energie,Mme. Etoa L.
T1147,2025-06-05,17:15,Holdings Afrique Centrale,1266750,investissement,M. Tchamba P.
T1148,2025-07-14,16:00,Promoteur Immobilier Littoral,1306960,immobilier,M. Nguema J.
T1149,2025-02-12,09:45,ENEO,2099300,energie,M. Abena N.
T1150,2025-06-24,13:00,Holdings Afrique Centrale,2293730,investissement,Mme. Fotso K.
T1151,2025-10-27,09:00,Nettoyage Propre-Tech,483580,services,Mme. Bekolo A.
T1152,2025-04-14,16:45,Maintenance Bureautique SARL,1140060,services,M. Abena N.
T1153,2025-10-22,11:15,Orange Cameroun,1207390,telecom,M. Abena N.
T1154,2025-08-04,15:00,Paie personnel — RH interne,1794830,salaires,M. Tchamba P.
T1155,2025-03-24,17:30,Cabinet Me Nkodo,36380,services,Mme. Etoa L.
T1156,2025-07-14,14:30,ENEO,959270,energie,M. Tchamba P.
T1157,2025-02-13,14:30,Paie personnel — RH interne,759020,salaires,Mme. Etoa L.
T1158,2025-04-10,17:30,Nettoyage Propre-Tech,198980,services,M. Abena N.
T1159,2025-02-19,13:15,CDE,2288610,energie,M. Nguema J.
T1160,2025-05-01,11:00,Orange Cameroun,2191000,telecom,M. Abena N.
T1161,2025-05-16,16:00,Promoteur Immobilier Littoral,1875770,immobilier,Mme. Bekolo A.
T1162,2025-12-17,17:00,Agence Foncière du Centre,476870,immobilier,Mme. Etoa L.
T1163,2025-08-04,14:00,CAMTEL,2371890,telecom,Mme. Etoa L.
T1164,2025-06-16,17:00,Agence Foncière du Centre,2342040,immobilier,M. Abena N.
T1165,2025-03-18,12:30,Imprimerie Centrale Yaoundé,1444960,fournitures,M. Abena N.
T1166,2025-02-19,13:15,Boulangerie Le Pain du Quartier,2019560,fournitures,Mme. Etoa L.
T1167,2025-10-20,11:15,CAMTEL,938930,telecom,Mme. Fotso K.
T1168,2025-08-14,09:45,Paie personnel — RH interne,79390,salaires,Mme. Fotso K.
T1169,2025-02-24,10:45,Papeterie du Centre,966240,fournitures,M. Nguema J.
T1170,2025-06-09,17:45,CAMTEL,2120820,telecom,Mme. Bekolo A.
T1171,2025-08-26,14:45,CDE,50620,energie,M. Tchamba P.
T1172,2025-08-07,14:15,CAMTEL,1463710,telecom,M. Tchamba P.
T1173,2025-08-22,16:15,GLOBAL INVEST LTD,1582950,investissement,M. Nguema J.
T1174,2025-07-07,11:00,Holdings Afrique Centrale,72520,investissement,Mme. Fotso K.
T1175,2025-06-23,12:30,Paie personnel — RH interne,1774400,salaires,Mme. Bekolo A.
T1176,2025-12-04,11:00,ENEO,1411630,energie,Mme. Bekolo A.
T1177,2025-06-25,11:30,Holdings Afrique Centrale,2483600,investissement,Mme. Bekolo A.
T1178,2025-06-11,16:30,Holdings Afrique Centrale,1536220,investissement,Mme. Bekolo A.
T1179,2025-08-22,10:45,Taxi Union Douala,2190720,transport,M. Nguema J.
T1180,2025-03-28,09:30,Total Energies CM,2127790,transport,Mme. Bekolo A.
T1181,2025-12-04,17:15,CDE,2053040,energie,M. Nguema J.
T1182,2025-12-10,09:45,Agence Foncière du Centre,587410,immobilier,M. Abena N.
T1183,2025-07-07,13:45,Total Energies CM,2333330,transport,M. Nguema J.
T1184,2025-04-10,17:15,SNH Cameroun,2096620,energie,M. Tchamba P.
T1185,2025-08-25,14:00,Orange Cameroun,783300,telecom,M. Tchamba P.
T1186,2025-09-30,13:45,CAMTEL,1129430,telecom,M. Tchamba P.
T1187,2025-05-19,11:45,SNH Cameroun,1572000,energie,Mme. Fotso K.
T1188,2025-12-23,11:00,ENEO,871920,energie,Mme. Bekolo A.
T1189,2025-04-07,09:30,Agence Voyages Cameroun Express,1743680,transport,Mme. Bekolo A.
T1190,2025-06-19,13:30,Nettoyage Propre-Tech,2411010,services,Mme. Etoa L.
T1191,2025-07-11,11:15,Taxi Union Douala,384160,transport,Mme. Etoa L.
T1192,2025-03-10,08:45,Paie personnel — RH interne,36230,salaires,M. Abena N.
T1193,2025-05-05,10:15,MTN Cameroun,299490,telecom,M. Nguema J.
T1194,2025-08-21,08:00,Agence Foncière du Centre,1338050,immobilier,Mme. Bekolo A.
T1195,2025-07-14,14:45,CAMTEL,245520,telecom,M. Abena N.
T1196,2025-03-07,11:45,SABC Distribution,2271280,fournitures,M. Tchamba P.
T1197,2025-11-05,09:45,SABC Distribution,1582210,fournitures,M. Abena N.
T1198,2025-11-21,17:15,Maintenance Bureautique SARL,1823250,services,M. Tchamba P.
T1199,2025-12-19,15:30,GLOBAL INVEST LTD,970020,investissement,M. Abena N.
T1200,2025-03-18,08:45,SNH Cameroun,1969000,energie,M. Abena N.
T1201,2025-02-14,12:45,MTN Cameroun,827990,telecom,M. Abena N.
T1202,2025-03-18,16:00,SNH Cameroun,1527960,energie,M. Nguema J.
T1203,2025-08-13,16:30,Cabinet Me Nkodo,2240130,services,Mme. Etoa L.
T1204,2025-04-10,13:00,Paie personnel — RH interne,2360270,salaires,M. Abena N.
T1205,2025-07-29,15:45,SABC Distribution,1202330,fournitures,Mme. Fotso K.
T1206,2025-05-22,14:15,GLOBAL INVEST LTD,1655390,investissement,Mme. Etoa L.
T1207,2025-07-22,09:00,CAMTEL,719710,telecom,Mme. Etoa L.
T1208,2025-11-25,10:15,SNH Cameroun,717740,energie,M. Nguema J.
T1209,2025-03-17,14:00,Nettoyage Propre-Tech,927360,services,Mme. Etoa L.
T1210,2025-11-10,12:45,Agence Foncière du Centre,848230,immobilier,M. Nguema J.
T1211,2025-08-21,09:15,Agence Voyages Cameroun Express,1761480,transport,Mme. Etoa L.
T1212,2025-06-20,15:15,ETS Mendong Fournitures,68820,fournitures,Mme. Etoa L.
T1213,2025-02-11,13:15,GLOBAL INVEST LTD,280290,investissement,M. Tchamba P.
T1214,2025-12-25,12:45,Holdings Afrique Centrale,731250,investissement,Mme. Fotso K.
T1215,2025-07-15,13:00,Maintenance Bureautique SARL,971820,services,M. Abena N.
T1216,2025-06-09,08:00,ENEO,1379780,energie,M. Abena N.
T1217,2025-01-05,02:34,GLOBAL INVEST LTD,4750000,investissement,—
T1218,2025-03-13,17:00,Agence Foncière du Centre,600120,immobilier,M. Tchamba P.
T1219,2025-11-13,16:00,SABC Distribution,2355910,fournitures,M. Abena N.
T1220,2025-06-18,12:00,Promoteur Immobilier Littoral,1087690,immobilier,M. Tchamba P.
T1221,2025-08-21,17:30,Paie personnel — RH interne,1192120,salaires,M. Abena N.
T1222,2025-09-15,17:45,GLOBAL INVEST LTD,1542880,investissement,Mme. Etoa L.
T1223,2025-01-16,16:30,Nettoyage Propre-Tech,934550,services,M. Tchamba P.
T1224,2025-05-06,15:45,CDE,427410,energie,M. Nguema J.
T1225,2025-09-15,17:00,SNH Cameroun,1205720,energie,Mme. Etoa L.
T1226,2025-07-30,16:00,Agence Voyages Cameroun Express,1520780,transport,M. Abena N.
T1227,2025-12-23,17:00,Maintenance Bureautique SARL,898550,services,M. Tchamba P.
T1228,2025-09-29,17:00,SABC Distribution,686500,fournitures,M. Tchamba P.
T1229,2025-02-25,16:45,ENEO,1701960,energie,Mme. Etoa L.
T1230,2025-11-11,13:15,SABC Distribution,128300,fournitures,M. Abena N.
T1231,2025-02-17,15:30,Orange Cameroun,277140,telecom,M. Nguema J.
T1232,2025-01-20,15:30,SABC Distribution,650410,fournitures,M. Tchamba P.
T1233,2025-01-24,08:30,ENEO,2028180,energie,M. Abena N.
T1234,2025-04-17,17:00,Promoteur Immobilier Littoral,639800,immobilier,Mme. Bekolo A.
T1235,2025-07-24,17:15,Imprimerie Centrale Yaoundé,2166360,fournitures,M. Nguema J.
T1236,2025-01-21,14:15,Taxi Union Douala,1241120,transport,Mme. Etoa L.
T1237,2025-10-13,14:00,Promoteur Immobilier Littoral,789980,immobilier,Mme. Etoa L.
T1238,2025-06-11,14:30,Taxi Union Douala,283160,transport,M. Nguema J.
T1239,2025-09-12,08:15,Boulangerie Le Pain du Quartier,2382580,fournitures,Mme. Bekolo A.
T1240,2025-05-13,11:30,Holdings Afrique Centrale,2149960,investissement,Mme. Bekolo A.
T1241,2025-04-16,16:15,Agence Foncière du Centre,1734030,immobilier,M. Abena N.
T1242,2025-06-25,13:45,CAMTEL,2472590,telecom,M. Abena N.
T1243,2025-05-02,10:15,Promoteur Immobilier Littoral,1698250,immobilier,Mme. Fotso K.
T1244,2025-05-05,11:00,Paie personnel — RH interne,1035200,salaires,Mme. Bekolo A.
T1245,2025-04-15,12:15,CAMTEL,579820,telecom,M. Tchamba P.
T1246,2025-01-14,12:15,Maintenance Bureautique SARL,2136210,services,M. Nguema J.
T1247,2025-02-20,13:15,Nettoyage Propre-Tech,1709140,services,M. Tchamba P.
T1248,2025-03-17,13:45,Paie personnel — RH interne,2230980,salaires,Mme. Fotso K.
T1249,2025-12-15,17:45,Promoteur Immobilier Littoral,368900,immobilier,M. Nguema J.
T1250,2025-06-17,09:45,Nettoyage Propre-Tech,45770,services,Mme. Fotso K.
T1251,2025-07-09,10:45,Paie personnel — RH interne,194690,salaires,Mme. Etoa L.
T1252,2025-09-19,09:45,Imprimerie Centrale Yaoundé,1505140,fournitures,M. Abena N.
T1253,2025-05-26,13:30,Paie personnel — RH interne,1281000,salaires,Mme. Etoa L.
T1254,2025-01-23,17:45,MTN Cameroun,1349700,telecom,Mme. Bekolo A.
T1255,2025-02-21,10:00,Nettoyage Propre-Tech,1203680,services,Mme. Bekolo A.
T1256,2025-04-15,10:30,SNH Cameroun,1616000,energie,Mme. Bekolo A.
T1257,2025-12-02,14:15,SABC Distribution,1330540,fournitures,Mme. Etoa L.
T1258,2025-07-25,17:00,Holdings Afrique Centrale,860240,investissement,Mme. Fotso K.
T1259,2025-05-20,10:45,Orange Cameroun,1477820,telecom,Mme. Fotso K.
T1260,2025-04-30,08:00,Total Energies CM,1705380,transport,Mme. Bekolo A.
T1261,2025-03-18,10:30,CDE,478150,energie,M. Nguema J.
T1262,2025-04-16,17:15,SNH Cameroun,772860,energie,M. Tchamba P.
T1263,2025-11-28,11:30,Agence Foncière du Centre,1480820,immobilier,M. Abena N.
T1264,2025-05-27,15:00,Boulangerie Le Pain du Quartier,2033690,fournitures,Mme. Etoa L.
T1265,2025-01-08,17:15,CDE,46310,energie,Mme. Etoa L.
T1266,2025-07-03,11:00,Promoteur Immobilier Littoral,788910,immobilier,M. Abena N.
T1267,2025-02-06,16:30,Paie personnel — RH interne,1173130,salaires,Mme. Fotso K.
T1268,2025-08-20,12:15,Agence Voyages Cameroun Express,2163090,transport,Mme. Fotso K.
T1269,2025-01-15,09:30,GLOBAL INVEST LTD,2038930,investissement,M. Abena N.
T1270,2025-08-01,09:45,Promoteur Immobilier Littoral,1690610,immobilier,M. Tchamba P.
T1271,2025-11-26,14:15,CAMTEL,1902860,telecom,M. Abena N.
T1272,2025-11-18,08:00,Cabinet Me Nkodo,468700,services,M. Nguema J.
T1273,2025-02-28,09:45,CDE,829230,energie,Mme. Fotso K.
T1274,2025-12-25,08:45,Imprimerie Centrale Yaoundé,2295370,fournitures,M. Nguema J.
